BookkeepingNumber;Status;Date;ValueDate;Name;PartyName;PartyIBAN;Description;RemittanceInfo;Amount;CreditDebit;IsDebit;Debit;Credit;Currency;AmountExclTax;AmountTax;TaxRate;Recipient;InvestmentType;Number;Category;Type;Fund;NumberOfShares;Fees;IBAN;EntryReference;Reference;AccountServicer;BankTxCode;OriginalCurrency;OriginalAmount;ExchangeRate
;COMPLETED;06.02.2025;06.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.95;CRDT;false;0.00;1.95;CHF;0.00;0.00;0.00;;TRANSFER;3663d521-040b-4ea3-8c72-0a75c8e33ede;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;06.02.2025;06.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.95;CRDT;false;0.00;0.95;CHF;0.00;0.00;0.00;;TRANSFER;2ecae653-9b59-461f-99ea-2d9fc014f37e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;07.02.2025;07.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;410110cc-785f-4746-a8a2-29e8c8aa4b4d;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.02.2025;13.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;aaedd6d3-9ed8-4a9e-961e-2ec50a7f72ce;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.02.2025;14.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.55;CRDT;false;0.00;1.55;CHF;0.00;0.00;0.00;;TRANSFER;26d9de49-d5fa-4f19-a2cf-5efad6b79e65;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.02.2025;16.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.30;CRDT;false;0.00;4.30;CHF;0.00;0.00;0.00;;TRANSFER;4002f78f-b41b-4d37-8d4e-8e5cc28be74a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.02.2025;16.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.50;CRDT;false;0.00;2.50;CHF;0.00;0.00;0.00;;TRANSFER;f92ab8db-6172-4029-b0df-b7eb7410fbaf;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.02.2025;16.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.00;CRDT;false;0.00;1.00;CHF;0.00;0.00;0.00;;TRANSFER;fe79ade0-4ba5-4c26-8ddb-1c64a326bca7;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.02.2025;16.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.50;CRDT;false;0.00;0.50;CHF;0.00;0.00;0.00;;TRANSFER;453708df-76b0-4099-baa5-3b0d08f93562;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;17.02.2025;17.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;3c1bd5e7-d87c-4185-8a3b-9f1b57e94916;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;17.02.2025;17.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.50;CRDT;false;0.00;3.50;CHF;0.00;0.00;0.00;;TRANSFER;9079c1db-cfd9-4304-a7a3-fdcda088b567;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;17.02.2025;17.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;7f79003e-7699-4aed-b5ce-2d10e214a339;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.02.2025;18.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;41d4302c-804f-4ad3-9025-4d28d0a3e0a3;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.02.2025;18.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;9898677d-5ad6-4a62-8199-e2075d924ec4;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.02.2025;18.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.00;CRDT;false;0.00;3.00;CHF;0.00;0.00;0.00;;TRANSFER;acf8f861-5ad9-4e94-afb1-5abaec6bf99d;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;19.02.2025;19.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.25;CRDT;false;0.00;4.25;CHF;0.00;0.00;0.00;;TRANSFER;e1b5b4fd-0224-4306-9985-47933b9babad;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;19.02.2025;19.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.00;CRDT;false;0.00;3.00;CHF;0.00;0.00;0.00;;TRANSFER;db0d4d90-5db8-4121-af73-84e231e230a8;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;20.02.2025;20.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.00;CRDT;false;0.00;3.00;CHF;0.00;0.00;0.00;;TRANSFER;b3148f79-0593-4d04-98e9-4e17a8663489;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.02.2025;21.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.50;CRDT;false;0.00;1.50;CHF;0.00;0.00;0.00;;TRANSFER;ddebc4e8-a10b-40d1-ab31-66f45772d195;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.02.2025;22.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.75;CRDT;false;0.00;1.75;CHF;0.00;0.00;0.00;;TRANSFER;979ae553-47b1-410f-b2bd-f201da45c848;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.02.2025;22.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.75;CRDT;false;0.00;2.75;CHF;0.00;0.00;0.00;;TRANSFER;6c4d1cda-134f-4f81-873c-125b5e02c0c4;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.02.2025;22.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.00;CRDT;false;0.00;1.00;CHF;0.00;0.00;0.00;;TRANSFER;82f42b5b-d3fa-4527-a2cb-6323c8e511db;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;25.02.2025;25.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.90;CRDT;false;0.00;4.90;CHF;0.00;0.00;0.00;;TRANSFER;b7a0f009-8565-4b8c-928e-0c475dee2f83;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.02.2025;27.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.00;CRDT;false;0.00;3.00;CHF;0.00;0.00;0.00;;TRANSFER;a8e96203-0b43-4ab0-9775-e4208d3421f7;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.02.2025;27.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.50;CRDT;false;0.00;2.50;CHF;0.00;0.00;0.00;;TRANSFER;89496b55-cce7-4b9e-a239-15d6d99221f5;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;28.02.2025;28.02.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;68354220-4f1f-4caf-a619-13d02be9a1cd;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.03.2025;05.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.75;CRDT;false;0.00;2.75;CHF;0.00;0.00;0.00;;TRANSFER;3a3057f5-0f4e-4b95-a648-738cdc552646;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.03.2025;08.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.65;CRDT;false;0.00;4.65;CHF;0.00;0.00;0.00;;TRANSFER;0d4c0275-d3a3-41aa-b098-7471a2474a64;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.03.2025;08.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.65;CRDT;false;0.00;4.65;CHF;0.00;0.00;0.00;;TRANSFER;2020be32-de0f-4913-b031-21fe126eb1bf;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.03.2025;12.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.30;CRDT;false;0.00;3.30;CHF;0.00;0.00;0.00;;TRANSFER;fa2a886c-c067-46a3-a7fd-425758777ca2;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;15.03.2025;15.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.30;CRDT;false;0.00;1.30;CHF;0.00;0.00;0.00;;TRANSFER;460b2d18-9d70-4239-afe0-d929c091032e;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;16.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.55;CRDT;false;0.00;1.55;CHF;0.00;0.00;0.00;;TRANSFER;31805941-0116-4ea7-a69f-1fdd48570e2c;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;16.03.2025;16.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.05;CRDT;false;0.00;0.05;CHF;0.00;0.00;0.00;;TRANSFER;304e10ef-72d1-461f-98db-e0229a81dbe6;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;17.03.2025;17.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.50;CRDT;false;0.00;2.50;CHF;0.00;0.00;0.00;;TRANSFER;684eaff7-2c86-4e07-bf5b-35b50af0534c;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;18.03.2025;18.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;1.00;CRDT;false;0.00;1.00;CHF;0.00;0.00;0.00;;TRANSFER;b2120192-26ac-4c23-bc04-106d4cb3d6c1;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;20.03.2025;20.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;8c3daa1b-721a-43b3-a6d3-b50c2a337221;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.03.2025;21.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;66293dde-f27e-4f6f-b8a5-cc0942a9f3b3;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;21.03.2025;21.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.50;CRDT;false;0.00;4.50;CHF;0.00;0.00;0.00;;TRANSFER;81f0d566-774b-4e5c-8deb-afcba50d8933;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;22.03.2025;22.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.00;CRDT;false;0.00;2.00;CHF;0.00;0.00;0.00;;TRANSFER;810e9aba-c816-4f87-9cca-e70b42f9d3e5;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;26.03.2025;26.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;6b5c2cf9-9849-4360-889c-80deebff047a;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;27.03.2025;27.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.75;CRDT;false;0.00;4.75;CHF;0.00;0.00;0.00;;TRANSFER;aa63cce5-e67c-4006-b9f6-a6d408eb1571;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.00;CRDT;false;0.00;2.00;CHF;0.00;0.00;0.00;;TRANSFER;ba4ecc94-3699-4c1d-97a6-0b1e4510cad0;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.50;CRDT;false;0.00;4.50;CHF;0.00;0.00;0.00;;TRANSFER;47688c00-3e88-4b87-a25b-a9963d9802bc;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;29.03.2025;29.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.50;CRDT;false;0.00;0.50;CHF;0.00;0.00;0.00;;TRANSFER;039d9903-73e9-41cd-a620-bd1352cae342;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;30.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;1182c350-65d0-409a-ae6e-9da9d9d38710;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;30.03.2025;30.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.75;CRDT;false;0.00;3.75;CHF;0.00;0.00;0.00;;TRANSFER;b5649842-9c4e-4702-8e5f-00c9b1bf7aae;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;31.03.2025;31.03.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.75;CRDT;false;0.00;3.75;CHF;0.00;0.00;0.00;;TRANSFER;a091892c-4ac0-48cf-a987-043fec216d03;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;04.04.2025;04.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.80;CRDT;false;0.00;0.80;CHF;0.00;0.00;0.00;;TRANSFER;a21bc3ea-71fa-4ed3-974f-0325383d7498;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.04.2025;05.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.50;CRDT;false;0.00;2.50;CHF;0.00;0.00;0.00;;TRANSFER;d771ab26-154f-4618-aae3-e1f37bb574bb;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;05.04.2025;05.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;3.30;CRDT;false;0.00;3.30;CHF;0.00;0.00;0.00;;TRANSFER;373a4f01-6396-443b-ad92-86e15cdd135f;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;08.04.2025;08.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;5.00;CRDT;false;0.00;5.00;CHF;0.00;0.00;0.00;;TRANSFER;9f55fce0-2bc2-41ed-a4d2-f2c0c87c6f14;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.04.2025;12.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.50;CRDT;false;0.00;4.50;CHF;0.00;0.00;0.00;;TRANSFER;236bfa13-9b7b-4579-a4b8-77da506e72d5;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;12.04.2025;12.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.55;CRDT;false;0.00;2.55;CHF;0.00;0.00;0.00;;TRANSFER;3b367de4-c384-4914-ba15-60e2bc8b1e1c;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;13.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;0.70;CRDT;false;0.00;0.70;CHF;0.00;0.00;0.00;;TRANSFER;58ba5ae2-b96d-4a33-b963-4a8eb5ba478c;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;13.04.2025;13.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;4.35;CRDT;false;0.00;4.35;CHF;0.00;0.00;0.00;;TRANSFER;6db3b2e9-3615-4024-9d68-0aed6d8b7b8b;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;Exchange to CHF;Exchange to CHF;;Exchange to CHF;;4.63;CRDT;false;0.00;4.63;CHF;0.00;0.00;0.00;;EXCHANGE;c06b72b1-134b-4a57-b3f3-f145d927b996;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;Exchange to CHF;Exchange to CHF;;Exchange to CHF;;4.64;CRDT;false;0.00;4.64;CHF;0.00;0.00;0.00;;EXCHANGE;fdf5caf3-4743-4eab-89e0-18a2221e501f;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;Exchange to CHF;Exchange to CHF;;Exchange to CHF;;4.64;CRDT;false;0.00;4.64;CHF;0.00;0.00;0.00;;EXCHANGE;7466ab05-f2ba-4c38-a987-914e253e22fe;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;Exchange to CHF;Exchange to CHF;;Exchange to CHF;;0.13;CRDT;false;0.00;0.13;CHF;0.00;0.00;0.00;;EXCHANGE;4d6f0b97-1a03-483b-b35d-b8f31ebc3b65;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;Exchange to CHF;Exchange to CHF;;Exchange to CHF;;2.79;CRDT;false;0.00;2.79;CHF;0.00;0.00;0.00;;EXCHANGE;ba21177e-98d2-4a82-96bc-4b89cdbe1d18;Uncategorized;EXCHANGE;;0;0.00;;;;;;;0.00;0.00
;COMPLETED;14.04.2025;14.04.2025;To CHF Vacances;Transferred To CHF Vacances;;Transferred To CHF Vacances;;2.65;CRDT;false;0.00;2.65;CHF;0.00;0.00;0.00;;TRANSFER;00a4abb3-48fa-4d87-98f5-42f55b740bac;Uncategorized;TRANSFER;;0;0.00;;;;;;;0.00;0.00
